SOURCE PKS0408-65 4.13900 -65.75249
COEFF 2.0000000000000000e+01 2.0000000000000000e+00 7.6889392950766270e-07
COEFF 2.0000000000000000e+01 3.0000000000000000e+00 2.1107648050222759e-07
COEFF 2.0000000000000000e+01 4.0000000000000000e+00 -1.3406582173523332e-07
COEFF 2.0000000000000000e+01 5.0000000000000000e+00 3.2061003107737616e-07
COEFF 2.1000000000000000e+01 0.0000000000000000e+00 5.8189704365229039e-07
COEFF 2.1000000000000000e+01 1.0000000000000000e+00 -1.0390828766683000e-06
COEFF 2.1000000000000000e+01 2.0000000000000000e+00 2.2264736866513874e-07
COEFF 2.1000000000000000e+01 3.0000000000000000e+00 2.9195529117051826e-07
COEFF 2.1000000000000000e+01 4.0000000000000000e+00 -3.0304362651750020e-07
COEFF 2.2000000000000000e+01 0.0000000000000000e+00 1.7381982358306397e-07
COEFF 2.2000000000000000e+01 1.0000000000000000e+00 5.3887199215685960e-08
COEFF 2.2000000000000000e+01 2.0000000000000000e+00 4.7188837517180963e-07
COEFF 2.2000000000000000e+01 3.0000000000000000e+00 -1.1943702630836595e-07
COEFF 2.3000000000000000e+01 0.0000000000000000e+00 -3.0084563620285523e-07
COEFF 2.3000000000000000e+01 1.0000000000000000e+00 3.9929689058829882e-07
COEFF 2.3000000000000000e+01 2.0000000000000000e+00 6.6633551243715320e-08
COEFF 2.4000000000000000e+01 0.0000000000000000e+00 1.8672404263301386e-08
COEFF 2.4000000000000000e+01 1.0000000000000000e+00 2.2789518075312347e-07
COEFF 2.5000000000000000e+01 0.0000000000000000e+00 -1.5211616370073119e-07
